Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Cleansheets,Age,Nationality,Rank
2018/19,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,28 years 213 days,England,288.0
2018/19,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,n/a,n/a,1.0,34 years 5 days,Ireland,288.0
2018/19,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,n/a,n/a,1.0,26 years 308 days,Nigeria,288.0
2018/19,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,1.0,35 years 129 days,Germany,288.0
2018/19,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,1.0,28 years 262 days,France,288.0
2018/19,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,1.0,36 years 117 days,Spain,288.0
2018/19,101226.0,Joselu,José Luis,Mato Sanmartín,F,29.0,Centre Striker,n/a,n/a,1.0,34 years 149 days,Spain,288.0
2018/19,322917.0,Alfie Mawson,Alfie,Mawson,D,20.0,Centre Central Defender,n/a,n/a,1.0,30 years 217 days,England,288.0
2018/19,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,27 years 259 days,Scotland,288.0
2018/19,303230.0,Max Meyer,Max,Meyer,M,8.0,Midfielder,n/a,n/a,1.0,28 years 340 days,Germany,288.0
2018/19,339410.0,Oumar Niasse,Oumar,Niasse,F,18.0,Centre Striker,n/a,n/a,1.0,34 years 127 days,Senegal,288.0
2018/19,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,37 years 107 days,England,288.0
2018/19,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,n/a,n/a,1.0,29 years 127 days,Belgium,288.0
2018/19,144539.0,Jason Puncheon,Jason,Puncheon,M,42.0,Left/Centre/Right Attacking Midfielder,Huddersfield Town,HUD,1.0,38 years 66 days,England,288.0
2018/19,342076.0,Aaron Ramsey,Aaron,Ramsey,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 241 days,Wales,288.0
2018/19,359411.0,John Ruddy,John,Ruddy,G,26.0,Goalkeeper,n/a,n/a,1.0,37 years 304 days,England,288.0
2018/19,315814.0,Jean Seri,Jean,Seri,M,24.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 35 days,Cote D’Ivoire,288.0
2018/19,342494.0,Rúben Vinagre,Rúben Gonçalo,Silva Nascimento Vinagre,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,1.0,25 years 136 days,Portugal,288.0
2018/19,355662.0,Danny Simpson,Danny,Simpson,D,n/a,Defender,n/a,n/a,1.0,37 years 232 days,England,288.0
2018/19,358552.0,Jack Simpson,Jack,Simpson,D,4.0,Centre Central Defender,n/a,n/a,1.0,27 years 249 days,England,288.0
2018/19,320508.0,Tommy Smith,Tommy,Smith,D,2.0,Right Full Back,Huddersfield Town,HUD,1.0,32 years 131 days,England,288.0
2018/19,163694.0,Daniel Sturridge,Daniel,Sturridge,F,19.0,Centre Striker,n/a,n/a,1.0,34 years 357 days,England,288.0
2018/19,343141.0,Mark Travers,Mark,Travers,G,1.0,Goalkeeper,Bournemouth,BOU,1.0,25 years 97 days,Ireland,288.0
2018/19,339427.0,Rajiv van La Parra,Rajiv,van La Parra,M,27.0,Midfielder,n/a,n/a,1.0,33 years 80 days,Netherlands,288.0
2018/19,281237.0,Stephen Ward,Stephen,Ward,D,3.0,Left Full Back,n/a,n/a,1.0,39 years 3 days,Ireland,288.0
2018/19,265104.0,Andrii Yarmolenko,Andrii,Yarmolenko,F,n/a,Winger,West Ham United,WHU,1.0,34 years 305 days,Ukraine,288.0
2018/19,288543.0,Davide Zappacosta,Davide,Zappacosta,D,77.0,Right Full Back,n/a,n/a,1.0,32 years 73 days,Italy,288.0
2018/19,354947.0,Kenneth Zohore,Kenneth,Zohore,F,7.0,Forward,Cardiff City,CAR,1.0,30 years 205 days,Denmark,288.0
2017/18,6011.0,David de Gea,David,de Gea,G,1.0,Goalkeeper,n/a,n/a,18.0,33 years 290 days,Spain,1.0
2017/18,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,16.0,36 years 22 days,Serbia,2.0
2017/18,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,16.0,31 years 6 days,Brazil,2.0
2017/18,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,15.0,34 years 361 days,Spain,4.0
2017/18,135209.0,Thibaut Courtois,Thibaut,Courtois,G,1.0,Goalkeeper,n/a,n/a,15.0,32 years 104 days,Belgium,4.0
2017/18,6013.0,Phil Jones,Phil,Jones,D,4.0,Centre Central Defender,n/a,n/a,15.0,32 years 184 days,England,4.0
2017/18,25178.0,Hugo Lloris,Hugo,Lloris,G,1.0,Goalkeeper,n/a,n/a,15.0,37 years 241 days,France,4.0
2017/18,326457.0,Jan Vertonghen,Jan,Vertonghen,D,14.0,Centre Central Defender,n/a,n/a,15.0,37 years 121 days,Belgium,4.0
2017/18,258178.0,Nicolás Otamendi,Nicolás,Otamendi,D,30.0,Central Defender,n/a,n/a,14.0,36 years 193 days,Argentina,9.0
2017/18,25370.0,Antonio Valencia,Antonio,Valencia,D,25.0,Right Full Back,n/a,n/a,14.0,39 years 19 days,Ecuador,9.0
2017/18,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,14.0,34 years 87 days,England,9.0
2017/18,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,13.0,30 years 221 days,England,12.0
2017/18,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,n/a,n/a,13.0,32 years 191 days,Denmark,12.0
2017/18,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,n/a,n/a,13.0,31 years 102 days,Belgium,12.0
2017/18,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,13.0,39 years 111 days,Brazil,12.0
2017/18,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,13.0,28 years 72 days,Colombia,12.0
2017/18,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,12.0,33 years 239 days,Spain,17.0
2017/18,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,12.0,29 years 157 days,Spain,17.0
2017/18,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,12.0,35 years 59 days,England,17.0
2017/18,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,12.0,31 years 121 days,Wales,17.0
2017/18,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,12.0,34 years 67 days,England,17.0
2017/18,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,12.0,33 years 147 days,France,17.0
2017/18,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,12.0,31 years 173 days,Germany,17.0
2017/18,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,12.0,33 years 286 days,Netherlands,17.0
2017/18,353667.0,Tiémoué Bakayoko,Tiémoué,Bakayoko,M,14.0,Centre Defensive Midfielder,n/a,n/a,11.0,30 years 6 days,France,25.0
2017/18,266361.0,Petr Cech,Petr,Cech,G,1.0,Goalkeeper,n/a,n/a,11.0,42 years 95 days,Czech Republic,25.0
2017/18,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,11.0,31 years 26 days,England,25.0
2017/18,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Burnley,BUR,11.0,32 years 126 days,England,25.0
2017/18,259066.0,Chris Smalling,Chris,Smalling,D,6.0,Centre Central Defender,n/a,n/a,11.0,34 years 275 days,England,25.0
2017/18,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,11.0,31 years 278 days,England,25.0
2017/18,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,11.0,31 years 331 days,Switzerland,25.0
2017/18,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,10.0,34 years 252 days,England,32.0
2017/18,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,10.0,32 years 276 days,England,32.0
2017/18,339679.0,Ben Foster,Ben,Foster,G,12.0,Goalkeeper,West Bromwich Albion,WBA,10.0,41 years 142 days,England,32.0
2017/18,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,10.0,33 years 301 days,Iceland,32.0
2017/18,325180.0,Ahmed Hegazy,Ahmed El Sayed Ali El Sayed,Hegazy,D,26.0,Centre Central Defender,n/a,n/a,10.0,33 years 211 days,Egypt,32.0
2017/18,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,Huddersfield Town,HUD,10.0,34 years 122 days,Denmark,32.0
2017/18,327268.0,Loris Karius,Loris,Karius,G,18.0,Goalkeeper,Liverpool,LIV,10.0,31 years 62 days,Germany,32.0
2017/18,299538.0,Jonas Lössl,Jonas,Lössl,G,49.0,Goalkeeper,n/a,n/a,10.0,35 years 204 days,Denmark,32.0
2017/18,125971.0,Dejan Lovren,Dejan,Lovren,D,5.0,Centre Central Defender,n/a,n/a,10.0,35 years 49 days,Croatia,32.0
2017/18,163201.0,Nacho Monreal,Ignacio,Monreal Eraso,D,20.0,Left Full Back,n/a,n/a,10.0,38 years 179 days,Spain,32.0
2017/18,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,n/a,n/a,10.0,30 years 169 days,England,32.0
2017/18,172304.0,Paul Pogba,Paul,Pogba,M,10.0,Centre Central Midfielder,n/a,n/a,10.0,31 years 161 days,France,32.0
2017/18,361176.0,Mathew Ryan,Mathew,Ryan,G,98.0,Goalkeeper,n/a,n/a,10.0,32 years 137 days,Australia,32.0
2017/18,189086.0,David Silva,David,Silva,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,10.0,38 years 228 days,Spain,32.0
2017/18,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,10.0,35 years 72 days,England,32.0
2017/18,44033.0,Pablo Zabaleta,Pablo,Zabaleta,D,5.0,Right Full Back,n/a,n/a,10.0,39 years 220 days,Argentina,32.0
2017/18,288155.0,Gary Cahill,Gary,Cahill,D,24.0,Centre Central Defender,n/a,n/a,9.0,38 years 248 days,England,48.0
2017/18,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,9.0,31 years 235 days,Mali,48.0
2017/18,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,Brighton & Hove Albion,BHA,9.0,32 years 235 days,Ireland,48.0
2017/18,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,Swansea City,SWA,9.0,39 years 127 days,Poland,48.0
2017/18,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,9.0,27 years 92 days,England,48.0
2017/18,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,9.0,31 years 64 days,Bosnia & Herzegovina,48.0
2017/18,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,9.0,30 years 286 days,England,48.0
2017/18,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,n/a,n/a,9.0,31 years 171 days,England,48.0
2017/18,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,9.0,33 years 15 days,Cameroon,48.0
2017/18,322917.0,Alfie Mawson,Alfie,Mawson,D,20.0,Centre Central Defender,Swansea City,SWA,9.0,30 years 217 days,England,48.0
2017/18,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,9.0,34 years 337 days,England,48.0
2017/18,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,9.0,33 years 343 days,Australia,48.0
2017/18,289743.0,Shkodran Mustafi,Shkodran,Mustafi,D,5.0,Centre Central Defender,n/a,n/a,9.0,32 years 128 days,Germany,48.0
2017/18,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,9.0,32 years 356 days,Netherlands,48.0
2017/18,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,9.0,30 years 165 days,Scotland,48.0
2017/18,184687.0,Leroy Sané,Leroy,Sané,F,10.0,Left/Centre/Right Winger,n/a,n/a,9.0,28 years 225 days,Germany,48.0
2017/18,312524.0,Christopher Schindler,Christopher,Schindler,D,16.0,Centre Central Defender,Huddersfield Town,HUD,9.0,34 years 116 days,Germany,48.0
2017/18,281237.0,Stephen Ward,Stephen,Ward,D,3.0,Left Full Back,n/a,n/a,9.0,39 years 3 days,Ireland,48.0
2017/18,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,8.0,33 years 56 days,Belgium,66.0
2017/18,135939.0,Ragnar Klavan,Ragnar,Klavan,D,15.0,Left/Centre Central Defender,n/a,n/a,8.0,38 years 298 days,Estonia,66.0
2017/18,170758.0,Laurent Koscielny,Laurent,Koscielny,D,6.0,Centre Central Defender,n/a,n/a,8.0,38 years 348 days,France,66.0
2017/18,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,8.0,35 years 75 days,England,66.0
2017/18,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,8.0,33 years 138 days,Serbia,66.0
2017/18,41422.0,Kyle Naughton,Kyle,Naughton,D,26.0,Right Full Back,Swansea City,SWA,8.0,35 years 280 days,England,66.0
2017/18,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,8.0,27 years 251 days,Nigeria,66.0
2017/18,289029.0,Martin Olsson,Martin,Olsson,D,13.0,Defender,Swansea City,SWA,8.0,36 years 98 days,Sweden,66.0
2017/18,10195.0,Bruno,Bruno,Saltor Grau,D,2.0,Right Full Back,n/a,n/a,8.0,43 years 327 days,Spain,66.0
2017/18,361188.0,Kasper Schmeichel,Kasper,Schmeichel,G,1.0,Goalkeeper,n/a,n/a,8.0,37 years 292 days,Denmark,66.0
2017/18,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,8.0,29 years 259 days,England,66.0
2017/18,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,8.0,35 years 147 days,England,66.0
2017/18,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,8.0,33 years 46 days,Netherlands,66.0
2017/18,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,8.0,31 years 287 days,Cote D’Ivoire,66.0
2017/18,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,7.0,28 years 134 days,England,80.0
2017/18,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,7.0,32 years 358 days,Portugal,80.0
2017/18,18272.0,Eric Bailly,Eric,Bailly,D,4.0,Centre Central Defender,n/a,n/a,7.0,30 years 133 days,Cote D’Ivoire,80.0
2017/18,187029.0,Emre Can,Emre,Can,M,23.0,Centre Central Midfielder,n/a,n/a,7.0,30 years 224 days,Germany,80.0
2017/18,162295.0,Danilo,Danilo Luiz,da Silva,D,6.0,Right Full Back,n/a,n/a,7.0,33 years 39 days,Brazil,80.0
2017/18,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,West Bromwich Albion,WBA,7.0,34 years 109 days,England,80.0
2017/18,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,n/a,n/a,7.0,35 years 184 days,Argentina,80.0
2017/18,312092.0,Kieran Gibbs,Kieran,Gibbs,D,3.0,Left Full Back,West Bromwich Albion,WBA,7.0,34 years 332 days,England,80.0
2017/18,318563.0,Wayne Hennessey,Wayne,Hennessey,G,13.0,Goalkeeper,n/a,n/a,7.0,37 years 212 days,Wales,80.0
2017/18,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,7.0,31 years 225 days,England,80.0
2017/18,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,7.0,34 years 283 days,England,80.0
2017/18,162448.0,Simon Mignolet,Simon,Mignolet,G,22.0,Goalkeeper,n/a,n/a,7.0,36 years 170 days,Belgium,80.0
2017/18,289436.0,Victor Moses,Victor,Moses,M,8.0,Midfielder,n/a,n/a,7.0,33 years 255 days,Nigeria,80.0
2017/18,302679.0,Allan Nyom,Allan,Nyom,D,2.0,Right Full Back,n/a,n/a,7.0,36 years 105 days,Cameroon,80.0
2017/18,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,7.0,36 years 92 days,Italy,80.0
2017/18,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,7.0,32 years 334 days,Spain,80.0
2017/18,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,n/a,n/a,7.0,33 years 339 days,England,80.0
2017/18,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,7.0,31 years 45 days,United States,80.0
2017/18,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,7.0,39 years 45 days,England,80.0
2017/18,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,6.0,36 years 82 days,Argentina,99.0
2017/18,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,6.0,29 years 187 days,Netherlands,99.0
2017/18,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,6.0,34 years 279 days,England,99.0
2017/18,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,6.0,25 years 321 days,England,99.0
2017/18,97327.0,Joe Allen,Joe,Allen,M,7.0,Centre Central Midfielder,Stoke City,STK,6.0,34 years 162 days,Wales,99.0
2017/18,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,6.0,31 years 243 days,Cote D’Ivoire,99.0
2017/18,363204.0,Asmir Begovic,Asmir,Begovic,G,n/a,Goalkeeper,n/a,n/a,6.0,37 years 64 days,Bosnia & Herzegovina,99.0
2017/18,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,6.0,35 years 18 days,England,99.0
2017/18,180097.0,Gaëtan Bong,Gaëtan,Bong,D,6.0,Left Full Back,n/a,n/a,6.0,36 years 120 days,Cameroon,99.0
2017/18,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,6.0,32 years 222 days,Ireland,99.0
2017/18,222348.0,Chris Brunt,Chris,Brunt,M,29.0,Left Winger,n/a,n/a,6.0,39 years 253 days,Northern Ireland,99.0
2017/18,347041.0,Jack Butland,Jack,Butland,G,1.0,Goalkeeper,n/a,n/a,6.0,31 years 166 days,England,99.0
2017/18,361534.0,Tom Carroll,Tom,Carroll,M,28.0,Midfielder,n/a,n/a,6.0,32 years 87 days,England,99.0
2017/18,315360.0,Andreas Christensen,Andreas,Christensen,D,15.0,Centre Central Defender,n/a,n/a,6.0,28 years 135 days,Denmark,99.0
2017/18,287752.0,Charlie Daniels,Charlie,Daniels,D,23.0,Left Full Back,n/a,n/a,6.0,37 years 351 days,England,99.0
2017/18,261981.0,Steven Defour,Steven,Defour,M,88.0,Centre Central Midfielder,n/a,n/a,6.0,36 years 130 days,Belgium,99.0
2017/18,153033.0,Cesc Fàbregas,Cesc,Fàbregas,M,4.0,Centre Central Midfielder,n/a,n/a,6.0,37 years 111 days,Spain,99.0
2017/18,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 332 days,Senegal,99.0
2017/18,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,6.0,35 years 261 days,England,99.0
2017/18,300740.0,Phil Jagielka,Phil,Jagielka,D,6.0,Centre Central Defender,n/a,n/a,6.0,42 years 6 days,England,99.0
2017/18,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,6.0,33 years 181 days,Belgium,99.0
2017/18,347968.0,Anthony Knockaert,Anthony,Knockaert,M,93.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,6.0,32 years 277 days,France,99.0
2017/18,262223.0,Vincent Kompany,Vincent,Kompany,D,4.0,Defender,n/a,n/a,6.0,38 years 135 days,Belgium,99.0
2017/18,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 246 days,Senegal,99.0
2017/18,339647.0,Adrian Mariappa,Adrian,Mariappa,D,5.0,Centre Central Defender,n/a,n/a,6.0,37 years 325 days,Jamaica,99.0
2017/18,160330.0,Alberto Moreno,Alberto,Moreno,D,18.0,Left Full Back,n/a,n/a,6.0,32 years 49 days,Spain,99.0
2017/18,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,6.0,30 years 13 days,Portugal,99.0
2017/18,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,6.0,37 years 107 days,England,99.0
2017/18,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,6.0,35 years 313 days,Germany,99.0
2017/18,342076.0,Aaron Ramsey,Aaron,Ramsey,M,10.0,Centre Central Midfielder,n/a,n/a,6.0,33 years 241 days,Wales,99.0
2017/18,315859.0,Mamadou Sakho,Mamadou,Sakho,D,75.0,Centre Central Defender,n/a,n/a,6.0,34 years 192 days,France,99.0
2017/18,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,6.0,32 years 69 days,Egypt,99.0
2017/18,101878.0,Adrián,Adrián,San Miguel del Castillo,G,13.0,Goalkeeper,n/a,n/a,6.0,37 years 233 days,Spain,99.0
2017/18,258394.0,Morgan Schneiderlin,Morgan,Schneiderlin,M,6.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 289 days,France,99.0
2017/18,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,6.0,29 years 42 days,England,99.0
2017/18,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,6.0,30 years 87 days,England,99.0
2017/18,313297.0,Maya Yoshida,Maya,Yoshida,D,22.0,Centre Central Defender,n/a,n/a,6.0,35 years 365 days,Japan,99.0
2017/18,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,6.0,29 years 301 days,France,99.0
2017/18,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,5.0,35 years 174 days,Belgium,137.0
2017/18,360799.0,Scott Arfield,Scott,Arfield,M,37.0,Midfielder,n/a,n/a,5.0,35 years 296 days,Canada,137.0
2017/18,4600.0,Leighton Baines,Leighton,Baines,D,3.0,Left Full Back,n/a,n/a,5.0,39 years 256 days,England,137.0
2017/18,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,5.0,33 years 264 days,Belgium,137.0
2017/18,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,5.0,35 years 11 days,England,137.0
2017/18,348181.0,Sam Clucas,Sam,Clucas,M,8.0,Left/Centre Central Midfielder,n/a,n/a,5.0,33 years 333 days,England,137.0
2017/18,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,5.0,33 years 126 days,England,137.0
2017/18,15253.0,Heurelho Gomes,Heurelho,da Silva Gomes,G,1.0,Goalkeeper,n/a,n/a,5.0,43 years 190 days,Brazil,137.0
2017/18,176689.0,Paul Dummett,Paul,Dummett,D,n/a,Defender,n/a,n/a,5.0,32 years 332 days,Wales,137.0
2017/18,337815.0,Wesley Hoedt,Wesley,Hoedt,D,4.0,Centre Central Defender,n/a,n/a,5.0,30 years 170 days,Netherlands,137.0
2017/18,269592.0,José Holebas,José,Holebas,D,25.0,Defender,n/a,n/a,5.0,40 years 57 days,Greece,137.0
2017/18,340668.0,Tom Ince,Tom,Ince,M,7.0,Left/Right Winger,n/a,n/a,5.0,32 years 206 days,England,137.0
2017/18,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,5.0,27 years 161 days,England,137.0
2017/18,343358.0,Florian Lejeune,Florian,Lejeune,D,24.0,Central Defender,n/a,n/a,5.0,33 years 95 days,France,137.0
2017/18,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,5.0,30 years 37 days,Sweden,137.0
2017/18,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,5.0,28 years 213 days,England,137.0
2017/18,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,5.0,35 years 129 days,Germany,137.0
2017/18,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,5.0,33 years 184 days,Algeria,137.0
2017/18,338608.0,Cuco Martina,Cuco,Martina,D,15.0,Defender,n/a,n/a,5.0,34 years 333 days,Curacao,137.0
2017/18,361244.0,Álvaro Morata,Álvaro,Morata,F,7.0,Centre Striker,n/a,n/a,5.0,31 years 305 days,Spain,137.0
2017/18,11241.0,Wes Morgan,Wes,Morgan,D,5.0,Centre Central Defender,n/a,n/a,5.0,40 years 215 days,Jamaica,137.0
2017/18,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,5.0,31 years 25 days,Spain,137.0
2017/18,281604.0,Sebastian Prödl,Sebastian,Prödl,D,4.0,Centre Central Defender,n/a,n/a,5.0,37 years 63 days,Austria,137.0
2017/18,268500.0,Winston Reid,Winston,Reid,D,23.0,Centre Central Defender,n/a,n/a,5.0,36 years 51 days,New Zealand,137.0
2017/18,96853.0,Matt Ritchie,Matt,Ritchie,M,30.0,Left/Right Wing Back,n/a,n/a,5.0,34 years 348 days,Scotland,137.0
2017/18,332413.0,Alexis Sánchez,Alexis,Sánchez,F,70.0,Left/Centre/Right Second Striker,n/a,n/a,5.0,35 years 248 days,Chile,137.0
2017/18,166767.0,Ryan Shawcross,Ryan,Shawcross,D,n/a,Centre Central Defender,n/a,n/a,5.0,36 years 324 days,England,137.0
