Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Assists,Age,Nationality,Rank
2018/19,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,3.0,36 years 43 days,France,73.0
2018/19,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,3.0,27 years 163 days,Portugal,73.0
2018/19,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,3.0,27 years 142 days,Brazil,73.0
2018/19,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,3.0,33 years 69 days,Germany,73.0
2018/19,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,3.0,33 years 304 days,Germany,73.0
2018/19,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,3.0,34 years 67 days,England,73.0
2018/19,105171.0,Ander Herrera,Ander,Herrera,M,21.0,Centre Central Midfielder,n/a,n/a,3.0,35 years 9 days,Spain,73.0
2018/19,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,3.0,29 years 18 days,Denmark,73.0
2018/19,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,3.0,27 years 325 days,Nigeria,73.0
2018/19,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,3.0,32 years 31 days,England,73.0
2018/19,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,n/a,n/a,3.0,32 years 221 days,Norway,73.0
2018/19,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,3.0,30 years 88 days,Spain,73.0
2018/19,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,3.0,30 years 110 days,Spain,73.0
2018/19,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,3.0,29 years 342 days,Serbia,73.0
2018/19,163201.0,Nacho Monreal,Ignacio,Monreal Eraso,D,20.0,Left Full Back,n/a,n/a,3.0,38 years 179 days,Spain,73.0
2018/19,336203.0,Sean Morrison,Sean,Morrison,D,23.0,Centre Central Defender,Cardiff City,CAR,3.0,33 years 228 days,England,73.0
2018/19,360870.0,Steve Mounié,Steve,Mounié,F,15.0,Centre Striker,n/a,n/a,3.0,29 years 329 days,Benin,73.0
2018/19,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,3.0,39 years 111 days,Brazil,73.0
2018/19,277658.0,Danny Rose,Danny,Rose,D,3.0,Left Full Back,n/a,n/a,3.0,34 years 52 days,England,73.0
2018/19,332413.0,Alexis Sánchez,Alexis,Sánchez,F,70.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,35 years 248 days,Chile,73.0
2018/19,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,M,29.0,Left/Right Winger,n/a,n/a,3.0,32 years 318 days,Switzerland,73.0
2018/19,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,3.0,35 years 7 days,France,73.0
2018/19,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,3.0,34 years 271 days,England,73.0
2018/19,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,n/a,n/a,3.0,28 years 340 days,England,73.0
2018/19,361060.0,Cenk Tosun,Cenk,Tosun,F,23.0,Centre Striker,n/a,n/a,3.0,33 years 77 days,Turkey,73.0
2018/19,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,n/a,n/a,3.0,33 years 339 days,England,73.0
2018/19,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,n/a,n/a,3.0,27 years 132 days,England,73.0
2018/19,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,3.0,26 years 271 days,England,73.0
2018/19,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,n/a,n/a,3.0,27 years 252 days,Ukraine,73.0
2018/19,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,2.0,34 years 279 days,England,105.0
2018/19,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,2.0,32 years 358 days,Portugal,105.0
2018/19,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,2.0,32 years 146 days,Scotland,105.0
2018/19,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,2.0,31 years 243 days,Cote D’Ivoire,105.0
2018/19,97353.0,Charlie Austin,Charlie,Austin,F,32.0,Centre Striker,n/a,n/a,2.0,35 years 49 days,England,105.0
2018/19,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,n/a,n/a,2.0,32 years 347 days,Ghana,105.0
2018/19,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,2.0,34 years 298 days,England,105.0
2018/19,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,n/a,n/a,2.0,26 years 258 days,England,105.0
2018/19,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,2.0,27 years 160 days,England,105.0
2018/19,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,2.0,35 years 317 days,Ireland,105.0
2018/19,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,2.0,35 years 59 days,England,105.0
2018/19,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,n/a,n/a,2.0,25 years 158 days,Portugal,105.0
2018/19,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,2.0,33 years 56 days,Belgium,105.0
2018/19,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,2.0,31 years 203 days,Jamaica,105.0
2018/19,10045.0,Simon Francis,Simon,Francis,D,2.0,Centre/Right Central Defender,n/a,n/a,2.0,39 years 189 days,England,105.0
2018/19,288974.0,Andre Gray,Andre,Gray,F,19.0,Centre Striker,n/a,n/a,2.0,33 years 58 days,Jamaica,105.0
2018/19,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,n/a,n/a,2.0,34 years 332 days,Senegal,105.0
2018/19,284325.0,Daryl Janmaat,Daryl,Janmaat,D,53.0,Right Full Back,n/a,n/a,2.0,35 years 32 days,Netherlands,105.0
2018/19,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,2.0,31 years 225 days,England,105.0
2018/19,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,2.0,34 years 246 days,Senegal,105.0
2018/19,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,2.0,30 years 109 days,Croatia,105.0
2018/19,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,32 years 172 days,Argentina,105.0
2018/19,319734.0,Jesse Lingard,Jesse,Lingard,M,11.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,2.0,31 years 252 days,England,105.0
2018/19,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,28 years 213 days,England,105.0
2018/19,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,n/a,n/a,2.0,26 years 308 days,Nigeria,105.0
2018/19,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,2.0,35 years 129 days,Germany,105.0
2018/19,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,2.0,28 years 262 days,France,105.0
2018/19,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,2.0,36 years 117 days,Spain,105.0
2018/19,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,2.0,34 years 337 days,England,105.0
2018/19,303230.0,Max Meyer,Max,Meyer,M,8.0,Midfielder,n/a,n/a,2.0,28 years 340 days,Germany,105.0
2018/19,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 138 days,Serbia,105.0
2018/19,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,2.0,37 years 123 days,Brazil,105.0
2018/19,359206.0,Josh Murphy,Josh,Murphy,M,23.0,Left Winger,n/a,n/a,2.0,29 years 181 days,England,105.0
2018/19,144300.0,Samir Nasri,Samir,Nasri,M,18.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,37 years 58 days,France,105.0
2018/19,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,2.0,35 years 313 days,Germany,105.0
2018/19,351610.0,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,D,19.0,Centre Central Defender,n/a,n/a,2.0,36 years 75 days,Greece,105.0
2018/19,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,2.0,31 years 25 days,Spain,105.0
2018/19,289288.0,Pedro,Pedro,Rodríguez Ledesma,F,9.0,Left/Right Winger,n/a,n/a,2.0,37 years 26 days,Spain,105.0
2018/19,171575.0,Ken Sema,Ken,Sema,M,12.0,Right Winger,n/a,n/a,2.0,30 years 328 days,Sweden,105.0
2018/19,315814.0,Jean Seri,Jean,Seri,M,24.0,Centre Central Midfielder,n/a,n/a,2.0,33 years 35 days,Cote D’Ivoire,105.0
2018/19,325193.0,Hélder Costa,Hélder Wander,Sousa de Azevedo e Costa,F,17.0,Winger,n/a,n/a,2.0,30 years 224 days,Angola,105.0
2018/19,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,2.0,30 years 305 days,Brazil,105.0
2018/19,322737.0,Lucas Torreira,Lucas,Torreira,M,34.0,Centre Defensive Midfielder,n/a,n/a,2.0,28 years 194 days,Uruguay,105.0
2018/19,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,2.0,33 years 360 days,Netherlands,105.0
2018/19,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,2.0,33 years 46 days,Netherlands,105.0
2018/19,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,n/a,n/a,2.0,35 years 160 days,England,105.0
2018/19,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,2.0,32 years 260 days,New Zealand,105.0
2018/19,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,2.0,31 years 331 days,Switzerland,105.0
2018/19,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,2.0,31 years 45 days,United States,105.0
2018/19,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,2.0,39 years 45 days,England,105.0
2018/19,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,2.0,29 years 301 days,France,105.0
2018/19,348195.0,Harry Arter,Harry,Arter,M,n/a,Midfielder,Cardiff City,CAR,1.0,34 years 239 days,Ireland,156.0
2018/19,291496.0,Sol Bamba,Sol,Bamba,D,n/a,Defender,Cardiff City,CAR,1.0,39 years 223 days,Cote D’Ivoire,156.0
2018/19,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,n/a,n/a,1.0,28 years 133 days,Poland,156.0
2018/19,354273.0,Joe Bennett,Joe,Bennett,D,12.0,Defender,Cardiff City,CAR,1.0,34 years 148 days,England,156.0
2018/19,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,1.0,33 years 264 days,Belgium,156.0
2018/19,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,1.0,32 years 222 days,Ireland,156.0
2018/19,340754.0,Joe Bryan,Joe,Bryan,D,15.0,Left Full Back,n/a,n/a,1.0,30 years 341 days,England,156.0
2018/19,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,1.0,33 years 216 days,Scotland,156.0
2018/19,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,1.0,30 years 173 days,Spain,156.0
2018/19,324323.0,Cyrus Christie,Cyrus,Christie,D,33.0,Right Full Back,n/a,n/a,1.0,31 years 328 days,Ireland,156.0
2018/19,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,n/a,n/a,1.0,33 years 140 days,England,156.0
2018/19,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,1.0,33 years 126 days,England,156.0
2018/19,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,1.0,34 years 252 days,England,156.0
2018/19,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,1.0,37 years 191 days,England,156.0
2018/19,126112.0,Steven Davis,Steven,Davis,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,39 years 235 days,Northern Ireland,156.0
2018/19,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,1.0,27 years 105 days,Brazil,156.0
2018/19,160457.0,Fabian Delph,Fabian,Delph,M,8.0,Left/Centre Central Midfielder,n/a,n/a,1.0,34 years 276 days,England,156.0
2018/19,25727.0,Laurent Depoitre,Laurent,Depoitre,F,29.0,Centre Striker,Huddersfield Town,HUD,1.0,35 years 260 days,Belgium,156.0
2018/19,270977.0,Grady Diangana,Grady,Diangana,M,n/a,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,26 years 126 days,DR Congo,156.0
2018/19,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,Brighton & Hove Albion,BHA,1.0,32 years 235 days,Ireland,156.0
2018/19,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,156.0
2018/19,163303.0,Erik Durm,Erik,Durm,D,37.0,Left/Right Full Back,Huddersfield Town,HUD,1.0,32 years 103 days,Germany,156.0
2018/19,51435.0,Bruno Ecuele Manga,Bruno,Ecuele Manga,D,n/a,Central Defender,Cardiff City,CAR,1.0,36 years 38 days,Gabon,156.0
2018/19,6727.0,Marouane Fellaini,Marouane,Fellaini,M,27.0,Centre Attacking Midfielder,n/a,n/a,1.0,36 years 275 days,Belgium,156.0
2018/19,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,1.0,33 years 203 days,Spain,156.0
2018/19,267842.0,Bernardo,Bernardo,Fernandes da Silva Junior,D,95.0,Left Full Back,n/a,n/a,1.0,29 years 101 days,Brazil,156.0
2018/19,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,1.0,35 years 184 days,Argentina,156.0
2018/19,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,24 years 209 days,England,156.0
2018/19,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,1.0,34 years 204 days,England,156.0
2018/19,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,1.0,28 years 56 days,Jamaica,156.0
2018/19,6606.0,Aron Gunnarsson,Aron,Gunnarsson,M,17.0,Centre Defensive Midfielder,n/a,n/a,1.0,35 years 123 days,Iceland,156.0
2018/19,319890.0,Chicharito,Javier,Hernández Balcázar,F,14.0,Centre Striker,n/a,n/a,1.0,36 years 83 days,Mexico,156.0
2018/19,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,n/a,n/a,1.0,28 years 235 days,Brazil,156.0
2018/19,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,1.0,35 years 261 days,England,156.0
2018/19,357550.0,Junior Hoilett,Junior,Hoilett,F,30.0,Left/Right Winger,Cardiff City,CAR,1.0,34 years 79 days,Canada,156.0
2018/19,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,1.0,23 years 290 days,England,156.0
2018/19,280778.0,Jordon Ibe,Jordon,Ibe,F,n/a,Left/Right Wing Back,n/a,n/a,1.0,28 years 259 days,England,156.0
2018/19,17457.0,José Izquierdo,José,Izquierdo,F,21.0,Left Winger,n/a,n/a,1.0,32 years 47 days,Colombia,156.0
2018/19,6013.0,Phil Jones,Phil,Jones,D,4.0,Centre Central Defender,n/a,n/a,1.0,32 years 184 days,England,156.0
2018/19,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,Huddersfield Town,HUD,1.0,34 years 122 days,Denmark,156.0
2018/19,162028.0,Beram Kayal,Beram,Kayal,M,21.0,Centre Defensive Midfielder,n/a,n/a,1.0,36 years 113 days,Israel,156.0
2018/19,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 195 days,Guinea,156.0
2018/19,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,1.0,27 years 161 days,England,156.0
2018/19,180889.0,Ki Sung-Yeung,Sung-Yeung,Ki,M,10.0,Centre Central Midfielder,n/a,n/a,1.0,35 years 212 days,South Korea,156.0
2018/19,359129.0,Terence Kongolo,Terence,Kongolo,D,15.0,Central Defender,n/a,n/a,1.0,30 years 191 days,Netherlands,156.0
2018/19,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,1.0,31 years 190 days,Argentina,156.0
2018/19,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,1.0,30 years 286 days,England,156.0
2018/19,313341.0,Maxime Le Marchand,Maxime,Le Marchand,D,23.0,Centre Central Defender,n/a,n/a,1.0,34 years 317 days,France,156.0
2018/19,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 357 days,Gabon,156.0
2018/19,288361.0,Aaron Lennon,Aaron,Lennon,M,17.0,Right Winger,n/a,n/a,1.0,37 years 129 days,England,156.0
2018/19,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,1.0,30 years 37 days,Sweden,156.0
2018/19,163721.0,Léo Bonatini,Leonardo Bonatini,Lohner Maia,F,13.0,Centre Striker,Wolverhampton Wanderers,WOL,1.0,30 years 148 days,Brazil,156.0
2018/19,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,1.0,37 years 214 days,Ireland,156.0
2018/19,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,n/a,n/a,1.0,34 years 5 days,Ireland,156.0
2018/19,299538.0,Jonas Lössl,Jonas,Lössl,G,49.0,Goalkeeper,Huddersfield Town,HUD,1.0,35 years 204 days,Denmark,156.0
2018/19,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,1.0,26 years 360 days,England,156.0
2018/19,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,1.0,32 years 135 days,Senegal,156.0
2018/19,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,1.0,30 years 234 days,Morocco,156.0
2018/19,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,1.0,30 years 290 days,DR Congo,156.0
2018/19,334376.0,Pedro Obiang,Pedro,Mba Obiang Avomo,M,14.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 149 days,Equatorial Guinea,156.0
2018/19,306615.0,Isaac Mbenza,Isaac,Mbenza,F,7.0,Forward,Huddersfield Town,HUD,1.0,28 years 168 days,Belgium,156.0
2018/19,315367.0,Nathaniel Méndez-Laing,Nathaniel,Méndez-Laing,F,11.0,Left/Right Winger,n/a,n/a,1.0,32 years 130 days,Guatemala,156.0
2018/19,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,1.0,26 years 292 days,Wales,156.0
2018/19,194439.0,Martín Montoya,Martín,Montoya,D,2.0,Right Full Back,n/a,n/a,1.0,33 years 131 days,Spain,156.0
2018/19,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 343 days,Australia,156.0
2018/19,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,n/a,n/a,1.0,29 years 181 days,England,156.0
2018/19,268503.0,Glenn Murray,Glenn,Murray,F,25.0,Centre Striker,n/a,n/a,1.0,40 years 333 days,England,156.0
2018/19,347329.0,Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,F,17.0,Left Winger,n/a,n/a,1.0,30 years 310 days,Angola,156.0
2018/19,163251.0,Georges-Kévin Nkoudou,Georges-Kévin,Nkoudou,M,7.0,Left/Right Winger,n/a,n/a,1.0,29 years 192 days,Cameroon,156.0
2018/19,154435.0,Håvard Nordtveit,Håvard,Nordtveit,D,16.0,Centre Central Defender,Fulham,FUL,1.0,34 years 63 days,Norway,156.0
2018/19,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,n/a,n/a,1.0,28 years 197 days,Brazil,156.0
2018/19,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,1.0,24 years 48 days,Ireland,156.0
2018/19,359203.0,Denis Odoi,Denis,Odoi,D,6.0,Defender,n/a,n/a,1.0,36 years 88 days,Ghana,156.0
2018/19,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,1.0,36 years 92 days,Italy,156.0
2018/19,323682.0,Shinji Okazaki,Shinji,Okazaki,F,30.0,Forward,n/a,n/a,1.0,38 years 129 days,Japan,156.0
2018/19,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,n/a,n/a,1.0,29 years 127 days,Belgium,156.0
2018/19,257608.0,Callum Paterson,Callum,Paterson,F,13.0,Centre Striker,n/a,n/a,1.0,29 years 315 days,Scotland,156.0
2018/19,281575.0,Roberto Pereyra,Roberto,Pereyra,M,37.0,Centre Attacking Midfielder,n/a,n/a,1.0,33 years 229 days,Argentina,156.0
2018/19,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 356 days,Netherlands,156.0
2018/19,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,1.0,31 years 171 days,Brazil,156.0
2018/19,10195.0,Bruno,Bruno,Saltor Grau,D,2.0,Right Full Back,n/a,n/a,1.0,43 years 327 days,Spain,156.0
2018/19,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,1.0,28 years 72 days,Colombia,156.0
2018/19,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,1.0,31 years 6 days,Brazil,156.0
2018/19,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,1.0,32 years 247 days,Switzerland,156.0
2018/19,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,1.0,31 years 244 days,Ghana,156.0
2018/19,258394.0,Morgan Schneiderlin,Morgan,Schneiderlin,M,6.0,Centre Defensive Midfielder,n/a,n/a,1.0,34 years 289 days,France,156.0
2018/19,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,1.0,32 years 178 days,England,156.0
2018/19,291870.0,Josh Sims,Josh,Sims,M,20.0,Left/Right Winger,n/a,n/a,1.0,27 years 148 days,England,156.0
2018/19,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,n/a,n/a,1.0,33 years 116 days,England,156.0
2018/19,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,1.0,26 years 344 days,England,156.0
2018/19,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,35 years 72 days,England,156.0
2018/19,163694.0,Daniel Sturridge,Daniel,Sturridge,F,19.0,Centre Striker,n/a,n/a,1.0,34 years 357 days,England,156.0
2018/19,319794.0,Isaac Success,Isaac,Success,F,7.0,Centre Striker,n/a,n/a,1.0,28 years 229 days,Nigeria,156.0
2018/19,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,1.0,31 years 278 days,England,156.0
2018/19,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,1.0,31 years 24 days,Portugal,156.0
2018/19,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,1.0,30 years 340 days,England,156.0
2018/19,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,1.0,35 years 147 days,England,156.0
2018/19,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,1.0,28 years 211 days,Spain,156.0
2018/19,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,1.0,25 years 183 days,Tunisia,156.0
2018/19,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,1.0,32 years 114 days,Czech Republic,156.0
2018/19,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,1.0,34 years 87 days,England,156.0
2018/19,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,1.0,33 years 271 days,England,156.0
2018/19,358227.0,Connor Wickham,Connor,Wickham,F,13.0,Centre Striker,n/a,n/a,1.0,31 years 145 days,England,156.0
2018/19,267645.0,Jack Wilshere,Jack,Wilshere,M,11.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 235 days,England,156.0
2018/19,313297.0,Maya Yoshida,Maya,Yoshida,D,22.0,Centre Central Defender,n/a,n/a,1.0,35 years 365 days,Japan,156.0
2018/19,44033.0,Pablo Zabaleta,Pablo,Zabaleta,D,5.0,Right Full Back,n/a,n/a,1.0,39 years 220 days,Argentina,156.0
2018/19,354947.0,Kenneth Zohore,Kenneth,Zohore,F,7.0,Forward,Cardiff City,CAR,1.0,30 years 205 days,Denmark,156.0
2018/19,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,0.0,31 years 121 days,Wales,263.0
2018/19,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,0.0,27 years 227 days,France,263.0
2017/18,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,16.0,33 years 56 days,Belgium,1.0
