Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,TotalOffsides,Age,Nationality,Rank
2018/19,340170.0,Yoshinori Muto,Yoshinori,Muto,F,11.0,Left/Centre/Right Second Striker,n/a,n/a,2.0,32 years 39 days,Japan,145.0
2018/19,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,2.0,27 years 251 days,Nigeria,145.0
2018/19,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,n/a,n/a,2.0,25 years 85 days,England,145.0
2018/19,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,2.0,39 years 111 days,Brazil,145.0
2018/19,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,M,29.0,Left/Right Winger,n/a,n/a,2.0,32 years 318 days,Switzerland,145.0
2018/19,259066.0,Chris Smalling,Chris,Smalling,D,6.0,Centre Central Defender,n/a,n/a,2.0,34 years 275 days,England,145.0
2018/19,359207.0,Yan Valery,Yan,Valery,D,27.0,Defender,n/a,n/a,2.0,25 years 183 days,Tunisia,145.0
2018/19,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,2.0,32 years 114 days,Czech Republic,145.0
2018/19,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,2.0,26 years 271 days,England,145.0
2018/19,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,2.0,33 years 286 days,Netherlands,145.0
2018/19,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,28 years 203 days,England,145.0
2018/19,313297.0,Maya Yoshida,Maya,Yoshida,D,22.0,Centre Central Defender,n/a,n/a,2.0,35 years 365 days,Japan,145.0
2018/19,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,2.0,29 years 301 days,France,145.0
2018/19,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,1.0,35 years 174 days,Belgium,198.0
2018/19,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,1.0,32 years 358 days,Portugal,198.0
2018/19,342774.0,Daniel Amartey,Daniel,Amartey,D,12.0,Centre Central Defender,n/a,n/a,1.0,29 years 246 days,Ghana,198.0
2018/19,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,1.0,31 years 243 days,Cote D’Ivoire,198.0
2018/19,302328.0,Juninho Bacuna,Juninho,Bacuna,M,7.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 16 days,Curacao,198.0
2018/19,4600.0,Leighton Baines,Leighton,Baines,D,3.0,Left Full Back,n/a,n/a,1.0,39 years 256 days,England,198.0
2018/19,332671.0,Leon Balogun,Leon,Balogun,D,27.0,Centre Central Defender,n/a,n/a,1.0,36 years 56 days,Nigeria,198.0
2018/19,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,1.0,29 years 157 days,Spain,198.0
2018/19,354273.0,Joe Bennett,Joe,Bennett,D,12.0,Defender,Cardiff City,CAR,1.0,34 years 148 days,England,198.0
2018/19,335971.0,Ryan Bennett,Ryan,Bennett,D,6.0,Centre Central Defender,n/a,n/a,1.0,34 years 170 days,England,198.0
2018/19,361192.0,Víctor Camarasa,Víctor,Camarasa,M,n/a,Centre Central Midfielder,Cardiff City,CAR,1.0,30 years 87 days,Spain,198.0
2018/19,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,1.0,35 years 11 days,England,198.0
2018/19,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,1.0,33 years 126 days,England,198.0
2018/19,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,1.0,34 years 252 days,England,198.0
2018/19,279895.0,Matteo Darmian,Matteo,Darmian,D,36.0,Left/Right Full Back,n/a,n/a,1.0,34 years 265 days,Italy,198.0
2018/19,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,1.0,26 years 54 days,England,198.0
2018/19,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,1.0,33 years 56 days,Belgium,198.0
2018/19,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 130 days,Belgium,198.0
2018/19,320646.0,Fousseni Diabaté,Fousseni,Diabaté,M,18.0,Right Winger,n/a,n/a,1.0,28 years 310 days,Mali,198.0
2018/19,270977.0,Grady Diangana,Grady,Diangana,M,n/a,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,26 years 126 days,DR Congo,198.0
2018/19,176689.0,Paul Dummett,Paul,Dummett,D,n/a,Defender,n/a,n/a,1.0,32 years 332 days,Wales,198.0
2018/19,163303.0,Erik Durm,Erik,Durm,D,37.0,Left/Right Full Back,Huddersfield Town,HUD,1.0,32 years 103 days,Germany,198.0
2018/19,51435.0,Bruno Ecuele Manga,Bruno,Ecuele Manga,D,n/a,Central Defender,Cardiff City,CAR,1.0,36 years 38 days,Gabon,198.0
2018/19,163773.0,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,M,15.0,Centre Defensive Midfielder,n/a,n/a,1.0,32 years 43 days,Egypt,198.0
2018/19,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,1.0,35 years 184 days,Argentina,198.0
2018/19,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,1.0,31 years 318 days,England,198.0
2018/19,313317.0,Manolo Gabbiadini,Manolo,Gabbiadini,F,23.0,Centre Striker,n/a,n/a,1.0,32 years 271 days,Italy,198.0
2018/19,309849.0,Kadeem Harris,Kadeem,Harris,M,93.0,Midfielder,Cardiff City,CAR,1.0,31 years 76 days,England,198.0
2018/19,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,1.0,34 years 67 days,England,198.0
2018/19,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,n/a,n/a,1.0,28 years 235 days,Brazil,198.0
2018/19,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,1.0,35 years 261 days,England,198.0
2018/19,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,1.0,27 years 306 days,England,198.0
2018/19,284325.0,Daryl Janmaat,Daryl,Janmaat,D,53.0,Right Full Back,n/a,n/a,1.0,35 years 32 days,Netherlands,198.0
2018/19,315807.0,Vincent Janssen,Vincent,Janssen,F,18.0,Forward,n/a,n/a,1.0,30 years 69 days,Netherlands,198.0
2018/19,262223.0,Vincent Kompany,Vincent,Kompany,D,4.0,Defender,n/a,n/a,1.0,38 years 135 days,Belgium,198.0
2018/19,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 172 days,Argentina,198.0
2018/19,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,1.0,30 years 286 days,England,198.0
2018/19,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,1.0,30 years 357 days,Gabon,198.0
2018/19,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,1.0,26 years 360 days,England,198.0
2018/19,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,1.0,30 years 110 days,Spain,198.0
2018/19,339647.0,Adrian Mariappa,Adrian,Mariappa,D,5.0,Centre Central Defender,n/a,n/a,1.0,37 years 325 days,Jamaica,198.0
2018/19,319067.0,Adam Masina,Adam,Masina,D,3.0,Left Full Back,Watford,WAT,1.0,30 years 234 days,Morocco,198.0
2018/19,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,1.0,36 years 22 days,Serbia,198.0
2018/19,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,n/a,n/a,1.0,24 years 275 days,England,198.0
2018/19,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,1.0,27 years 259 days,Scotland,198.0
2018/19,303230.0,Max Meyer,Max,Meyer,M,8.0,Midfielder,n/a,n/a,1.0,28 years 340 days,Germany,198.0
2018/19,343686.0,Yerry Mina,Yerry,Mina,D,26.0,Central Defender,n/a,n/a,1.0,29 years 335 days,Colombia,198.0
2018/19,163201.0,Nacho Monreal,Ignacio,Monreal Eraso,D,20.0,Left Full Back,n/a,n/a,1.0,38 years 179 days,Spain,198.0
2018/19,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 343 days,Australia,198.0
2018/19,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,n/a,n/a,1.0,29 years 181 days,England,198.0
2018/19,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,37 years 107 days,England,198.0
2018/19,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,1.0,24 years 48 days,Ireland,198.0
2018/19,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 356 days,Netherlands,198.0
2018/19,144539.0,Jason Puncheon,Jason,Puncheon,M,42.0,Left/Centre/Right Attacking Midfielder,Huddersfield Town,HUD,1.0,38 years 66 days,England,198.0
2018/19,159847.0,Collin Quaner,Collin,Quaner,F,23.0,Centre Striker,n/a,n/a,1.0,33 years 66 days,Germany,198.0
2018/19,12652.0,Joe Ralls,Joe,Ralls,M,19.0,Left/Centre Attacking Midfielder,Cardiff City,CAR,1.0,30 years 316 days,England,198.0
2018/19,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,1.0,25 years 222 days,England,198.0
2018/19,96853.0,Matt Ritchie,Matt,Ritchie,M,30.0,Left/Right Wing Back,n/a,n/a,1.0,34 years 348 days,Scotland,198.0
2018/19,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,1.0,30 years 165 days,Scotland,198.0
2018/19,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,1.0,31 years 171 days,Brazil,198.0
2018/19,277658.0,Danny Rose,Danny,Rose,D,3.0,Left Full Back,n/a,n/a,1.0,34 years 52 days,England,198.0
2018/19,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,1.0,31 years 173 days,Germany,198.0
2018/19,154249.0,Bakary Sako,Bakary,Sako,M,26.0,Left/Right Winger,n/a,n/a,1.0,36 years 119 days,Mali,198.0
2018/19,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,1.0,32 years 247 days,Switzerland,198.0
2018/19,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,1.0,31 years 244 days,Ghana,198.0
2018/19,171575.0,Ken Sema,Ken,Sema,M,12.0,Right Winger,n/a,n/a,1.0,30 years 328 days,Sweden,198.0
2018/19,315814.0,Jean Seri,Jean,Seri,M,24.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 35 days,Cote D’Ivoire,198.0
2018/19,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,1.0,29 years 42 days,England,198.0
2018/19,342494.0,Rúben Vinagre,Rúben Gonçalo,Silva Nascimento Vinagre,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,1.0,25 years 136 days,Portugal,198.0
2018/19,291870.0,Josh Sims,Josh,Sims,M,20.0,Left/Right Winger,n/a,n/a,1.0,27 years 148 days,England,198.0
2018/19,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,1.0,26 years 344 days,England,198.0
2018/19,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,1.0,30 years 87 days,England,198.0
2018/19,363001.0,Matt Targett,Matt,Targett,D,n/a,Left Full Back,n/a,n/a,1.0,28 years 340 days,England,198.0
2018/19,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,1.0,30 years 340 days,England,198.0
2018/19,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,1.0,35 years 147 days,England,198.0
2018/19,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,1.0,33 years 46 days,Netherlands,198.0
2018/19,326457.0,Jan Vertonghen,Jan,Vertonghen,D,14.0,Centre Central Defender,n/a,n/a,1.0,37 years 121 days,Belgium,198.0
2018/19,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,n/a,n/a,1.0,32 years 20 days,Denmark,198.0
2018/19,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,n/a,n/a,1.0,27 years 132 days,England,198.0
2018/19,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,n/a,n/a,1.0,34 years 299 days,England,198.0
2018/19,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 144 days,England,198.0
2018/19,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,1.0,31 years 331 days,Switzerland,198.0
2018/19,265104.0,Andrii Yarmolenko,Andrii,Yarmolenko,F,n/a,Winger,West Ham United,WHU,1.0,34 years 305 days,Ukraine,198.0
2018/19,44033.0,Pablo Zabaleta,Pablo,Zabaleta,D,5.0,Right Full Back,n/a,n/a,1.0,39 years 220 days,Argentina,198.0
2018/19,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,n/a,n/a,1.0,27 years 252 days,Ukraine,198.0
2018/19,347715.0,Craig Cathcart,Craig,Cathcart,D,n/a,Centre Central Defender,Watford,WAT,0.0,35 years 199 days,Northern Ireland,283.0
2018/19,126112.0,Steven Davis,Steven,Davis,M,10.0,Centre Central Midfielder,n/a,n/a,0.0,39 years 235 days,Northern Ireland,283.0
2018/19,24774.0,Denis Suárez,Denis,Suárez,M,6.0,Centre Attacking Midfielder,n/a,n/a,0.0,30 years 230 days,Spain,283.0
2017/18,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,44.0,37 years 225 days,England,1.0
2017/18,362030.0,Marko Arnautovic,Marko,Arnautovic,F,8.0,Centre Striker,n/a,n/a,43.0,35 years 126 days,Austria,2.0
2017/18,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,42.0,31 years 26 days,England,3.0
2017/18,268503.0,Glenn Murray,Glenn,Murray,F,25.0,Centre Striker,n/a,n/a,35.0,40 years 333 days,England,4.0
2017/18,361244.0,Álvaro Morata,Álvaro,Morata,F,7.0,Centre Striker,n/a,n/a,29.0,31 years 305 days,Spain,5.0
2017/18,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,28.0,34 years 342 days,Venezuela,6.0
2017/18,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,27.0,32 years 260 days,New Zealand,7.0
2017/18,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,26.0,34 years 298 days,England,8.0
2017/18,332413.0,Alexis Sánchez,Alexis,Sánchez,F,70.0,Left/Centre/Right Second Striker,n/a,n/a,26.0,35 years 248 days,Chile,8.0
2017/18,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,25.0,32 years 46 days,South Korea,10.0
2017/18,256645.0,Mame Diouf,Mame,Diouf,F,92.0,Centre Striker,n/a,n/a,23.0,36 years 251 days,Senegal,11.0
2017/18,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,23.0,33 years 87 days,France,11.0
2017/18,360870.0,Steve Mounié,Steve,Mounié,F,15.0,Centre Striker,n/a,n/a,23.0,29 years 329 days,Benin,11.0
2017/18,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,Newcastle United,NEW,22.0,34 years 311 days,England,14.0
2017/18,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,21.0,27 years 105 days,Brazil,15.0
2017/18,339410.0,Oumar Niasse,Oumar,Niasse,F,18.0,Centre Striker,n/a,n/a,20.0,34 years 127 days,Senegal,16.0
2017/18,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,n/a,n/a,20.0,32 years 178 days,England,16.0
2017/18,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,19.0,29 years 259 days,England,18.0
2017/18,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,19.0,31 years 287 days,Cote D’Ivoire,18.0
2017/18,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,n/a,n/a,18.0,31 years 102 days,Belgium,20.0
2017/18,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,18.0,36 years 117 days,Spain,20.0
2017/18,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,18.0,35 years 25 days,England,20.0
2017/18,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,17.0,32 years 69 days,Egypt,23.0
2017/18,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,16.0,36 years 82 days,Argentina,24.0
2017/18,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,16.0,36 years 55 days,England,24.0
2017/18,159895.0,Eden Hazard,Eden,Hazard,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,16.0,33 years 229 days,Belgium,24.0
2017/18,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,16.0,32 years 205 days,Ireland,24.0
2017/18,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,15.0,27 years 160 days,England,28.0
2017/18,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,15.0,27 years 142 days,Brazil,28.0
2017/18,289288.0,Pedro,Pedro,Rodríguez Ledesma,F,9.0,Left/Right Winger,n/a,n/a,15.0,37 years 26 days,Spain,28.0
2017/18,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,M,29.0,Left/Right Winger,Stoke City,STK,15.0,32 years 318 days,Switzerland,28.0
2017/18,97353.0,Charlie Austin,Charlie,Austin,F,32.0,Centre Striker,n/a,n/a,14.0,35 years 49 days,England,32.0
2017/18,259020.0,Eric Choupo-Moting,Eric,Choupo-Moting,F,13.0,Left/Centre/Right Striker,n/a,n/a,14.0,35 years 153 days,Cameroon,32.0
2017/18,154344.0,Peter Crouch,Peter,Crouch,F,15.0,Centre Striker,n/a,n/a,14.0,43 years 206 days,England,32.0
2017/18,319890.0,Chicharito,Javier,Hernández Balcázar,F,14.0,Centre Striker,n/a,n/a,14.0,36 years 83 days,Mexico,32.0
2017/18,17457.0,José Izquierdo,José,Izquierdo,F,21.0,Left Winger,n/a,n/a,14.0,32 years 47 days,Colombia,32.0
2017/18,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,14.0,37 years 214 days,Ireland,32.0
2017/18,362819.0,Ayoze Pérez,Ayoze,Pérez,F,22.0,Left/Centre/Right Winger,n/a,n/a,14.0,31 years 25 days,Spain,32.0
2017/18,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,13.0,32 years 326 days,Brazil,39.0
2017/18,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,12.0,33 years 264 days,Belgium,40.0
2017/18,288974.0,Andre Gray,Andre,Gray,F,19.0,Centre Striker,n/a,n/a,12.0,33 years 58 days,Jamaica,40.0
2017/18,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,12.0,32 years 135 days,Senegal,40.0
2017/18,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,12.0,35 years 313 days,Germany,40.0
2017/18,284068.0,Sam Vokes,Sam,Vokes,F,9.0,Centre Striker,n/a,n/a,12.0,34 years 307 days,Wales,40.0
2017/18,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Arsenal,ARS,12.0,35 years 160 days,England,40.0
2017/18,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,11.0,33 years 163 days,Scotland,46.0
2017/18,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,10.0,35 years 66 days,Gabon,47.0
2017/18,313317.0,Manolo Gabbiadini,Manolo,Gabbiadini,F,23.0,Centre Striker,n/a,n/a,10.0,32 years 271 days,Italy,47.0
2017/18,340668.0,Tom Ince,Tom,Ince,M,7.0,Left/Right Winger,n/a,n/a,10.0,32 years 206 days,England,47.0
2017/18,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,10.0,33 years 184 days,Algeria,47.0
2017/18,342085.0,Dusan Tadic,Dusan,Tadic,F,10.0,Left/Right Winger,n/a,n/a,10.0,35 years 277 days,Serbia,47.0
2017/18,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,Swansea City,SWA,9.0,26 years 326 days,England,52.0
2017/18,303240.0,Jermain Defoe,Jermain,Defoe,F,10.0,Centre Striker,n/a,n/a,9.0,41 years 321 days,England,52.0
2017/18,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,9.0,33 years 69 days,Germany,52.0
2017/18,289436.0,Victor Moses,Victor,Moses,M,8.0,Midfielder,n/a,n/a,9.0,33 years 255 days,Nigeria,52.0
2017/18,323682.0,Shinji Okazaki,Shinji,Okazaki,F,30.0,Forward,n/a,n/a,9.0,38 years 129 days,Japan,52.0
2017/18,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,9.0,26 years 297 days,England,52.0
2017/18,361060.0,Cenk Tosun,Cenk,Tosun,F,23.0,Centre Striker,n/a,n/a,9.0,33 years 77 days,Turkey,52.0
2017/18,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,9.0,31 years 45 days,United States,52.0
2017/18,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,8.0,33 years 239 days,Spain,60.0
2017/18,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,n/a,n/a,8.0,32 years 347 days,Ghana,60.0
2017/18,347968.0,Anthony Knockaert,Anthony,Knockaert,M,93.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,8.0,32 years 277 days,France,60.0
2017/18,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,8.0,28 years 262 days,France,60.0
2017/18,172398.0,Wayne Rooney,Wayne,Rooney,F,32.0,Centre Second Striker,n/a,n/a,8.0,38 years 304 days,England,60.0
2017/18,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,7.0,34 years 148 days,Jamaica,65.0
2017/18,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,Brighton & Hove Albion,BHA,7.0,32 years 235 days,Ireland,65.0
2017/18,356004.0,Tomer Hemed,Tomer,Hemed,F,29.0,Forward,n/a,n/a,7.0,37 years 113 days,Israel,65.0
2017/18,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,7.0,30 years 34 days,England,65.0
2017/18,184687.0,Leroy Sané,Leroy,Sané,F,10.0,Left/Centre/Right Winger,n/a,n/a,7.0,28 years 225 days,Germany,65.0
2017/18,270861.0,Christian Atsu,Christian,Atsu,M,n/a,Midfielder,n/a,n/a,6.0,32 years 226 days,Ghana,70.0
2017/18,353926.0,André Ayew,André,Ayew,F,28.0,Forward,Swansea City,SWA,6.0,34 years 250 days,Ghana,70.0
2017/18,359639.0,Michy Batshuayi,Michy,Batshuayi,F,44.0,Left/Centre Striker,Chelsea,CHE,6.0,30 years 326 days,Belgium,70.0
2017/18,327316.0,Andy Carroll,Andy,Carroll,F,9.0,Centre Striker,n/a,n/a,6.0,35 years 230 days,England,70.0
2017/18,25727.0,Laurent Depoitre,Laurent,Depoitre,F,29.0,Centre Striker,Huddersfield Town,HUD,6.0,35 years 260 days,Belgium,70.0
2017/18,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 246 days,Senegal,70.0
2017/18,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,F,4.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,6.0,35 years 94 days,Wales,70.0
2017/18,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,n/a,n/a,6.0,33 years 38 days,England,70.0
2017/18,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,5.0,28 years 134 days,England,78.0
2017/18,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,5.0,36 years 14 days,Brazil,78.0
2017/18,153033.0,Cesc Fàbregas,Cesc,Fàbregas,M,4.0,Centre Central Midfielder,n/a,n/a,5.0,37 years 111 days,Spain,78.0
2017/18,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,5.0,37 years 328 days,France,78.0
2017/18,343414.0,Elias Kachunga,Elias,Kachunga,F,10.0,Centre Striker,n/a,n/a,5.0,32 years 123 days,DR Congo,78.0
2017/18,343669.0,James McClean,James,McClean,M,7.0,Left Winger,West Bromwich Albion,WBA,5.0,35 years 123 days,Ireland,78.0
2017/18,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,5.0,30 years 165 days,Scotland,78.0
2017/18,129435.0,Diafra Sakho,Diafra,Sakho,F,25.0,Centre Striker,n/a,n/a,5.0,34 years 243 days,Senegal,78.0
2017/18,288543.0,Davide Zappacosta,Davide,Zappacosta,D,77.0,Right Full Back,n/a,n/a,5.0,32 years 73 days,Italy,78.0
2017/18,313922.0,Benik Afobe,Benik,Afobe,F,7.0,Centre Striker,n/a,n/a,4.0,31 years 193 days,DR Congo,87.0
2017/18,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,4.0,29 years 157 days,Spain,87.0
2017/18,288846.0,Saido Berahino,Saido,Berahino,F,24.0,Centre Striker,n/a,n/a,4.0,31 years 19 days,Burundi,87.0
